160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,3
0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,9475

