135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600
