139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,28
0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,18
0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,17
0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,16
0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600
