128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,30
0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,18
0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,16
0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600
